d,T,N,L2,time_simu
5.0,0.1,10.0,0.06316707655863404,62.301467113
5.0,0.1,10.0,0.03817194934913064,62.302525572
5.0,0.1,10.0,0.03377917704908943,62.216981312
5.0,0.1,10.0,0.029008700438981436,62.25102338
10.0,0.1,10.0,0.006564682688254739,62.288125044
10.0,0.1,10.0,0.03351450661782395,62.108415798
10.0,0.1,10.0,0.007721671354520456,62.310371279
10.0,0.1,10.0,0.0255536696179142,62.220536215
10.0,0.1,10.0,0.025877406679488308,62.3394234
1.0,0.2,10.0,0.017311645611159922,61.928886478
1.0,0.2,10.0,0.002209400858602057,61.973180407
1.0,0.2,10.0,0.009258663792936286,62.004694314
1.0,0.2,10.0,0.005700180734016248,62.04818556
1.0,0.2,10.0,0.00812625624971076,62.08210834
2.0,0.2,10.0,0.010728916936051918,63.395543108
2.0,0.2,10.0,0.013673864729335378,63.388226368
2.0,0.2,10.0,0.008323662323376132,63.383126525
2.0,0.2,10.0,0.0211420153929607,63.419490557
2.0,0.2,10.0,0.013616080165416527,63.433599096
5.0,0.2,10.0,0.030158003406517486,62.639655569
5.0,0.2,10.0,0.04426700396839532,62.408571575
5.0,0.2,10.0,0.07238620728305134,62.603043308
5.0,0.2,10.0,0.04884330300553603,62.345014695
5.0,0.2,10.0,0.03451044776346712,62.628956295
10.0,0.2,10.0,0.006169015894291632,62.472610692
10.0,0.2,10.0,0.03358442734549294,62.448497792
10.0,0.2,10.0,0.030080803390518503,62.542947806
10.0,0.2,10.0,0.005540478723935005,62.573010176
10.0,0.2,10.0,0.008695266615069927,62.496907011
1.0,0.5,10.0,0.013295101117915473,61.990594737
1.0,0.5,10.0,0.018999939871841624,62.187486878
1.0,0.5,10.0,0.004271061249355677,61.998009813
1.0,0.5,10.0,0.017573059008047853,62.232056594
1.0,0.5,10.0,0.00927187484123362,61.987370058
2.0,0.5,10.0,0.014012027784927947,63.82937955
2.0,0.5,10.0,0.008344726678895398,64.343301754
2.0,0.5,10.0,0.029329262719044284,64.513638453
2.0,0.5,10.0,0.014641042383322023,64.371432347
2.0,0.5,10.0,0.008760078870140714,64.182342505
5.0,0.5,10.0,0.07394438248866486,63.401762411
5.0,0.5,10.0,0.08669619967048858,63.40467083
5.0,0.5,10.0,0.04609580965364057,63.425075086
5.0,0.5,10.0,0.0551315964310661,63.40824234
5.0,0.5,10.0,0.036852264732182664,63.430349209
10.0,0.5,10.0,0.03495791513899362,62.871734266
10.0,0.5,10.0,0.03652524235597299,62.74651835
10.0,0.5,10.0,0.0033632177380567762,62.615576158
10.0,0.5,10.0,0.001972901379677149,62.760893829
10.0,0.5,10.0,0.03619897894904811,62.72623128
